Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1715007505,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1715007506,10,,Aggregated,0.000000,0.000000,430,450,450,460,480,500,520,520,520,520,520,21,0,430.0,416.2788904761675,237.04129999987344,516.4935000002515,2988.5238095238096
1715007507,20,,Aggregated,0.000000,0.000000,470,630,730,770,830,910,970,970,970,970,970,42,0,460.0,552.0519976190328,237.04129999987344,968.9822999998796,2987.3333333333335
1715007508,30,,Aggregated,20.000000,0.000000,540,670,730,750,830,930,1000,1900,1900,1900,1900,76,0,540.0,587.1717684210221,237.04129999987344,1898.8742999999886,2989.5
1715007509,40,,Aggregated,20.000000,0.000000,590,690,740,770,860,950,1000,1300,1900,1900,1900,102,0,590.0,615.6096029411606,237.04129999987344,1898.8742999999886,2990.392156862745
1715007510,60,,Aggregated,23.666667,0.000000,650,750,810,850,930,1000,2600,2600,2700,2700,2700,139,0,650.0,698.654086330901,237.04129999987344,2746.723600000223,2990.5971223021584
1715007511,70,,Aggregated,24.250000,0.000000,690,800,860,910,1100,2600,3800,3900,4000,4000,4000,163,0,690.0,842.63402576683,237.04129999987344,3992.3001999995904,2990.153374233129
1715007512,80,,Aggregated,24.250000,0.000000,730,850,950,1000,2300,2800,3800,3900,4000,4000,4000,190,0,730.0,970.6169036841616,237.04129999987344,3992.3001999995904,2990.063157894737
1715007513,90,,Aggregated,26.666667,0.000000,780,930,1300,1500,2700,3600,3900,4200,4900,4900,4900,216,0,780.0,1143.153675925882,237.04129999987344,4890.928100000565,2989.962962962963
1715007514,100,,Aggregated,27.142857,0.000000,840,1200,1700,2100,2900,3800,4100,4600,4900,4900,4900,242,0,830.0,1294.8722330578194,237.04129999987344,4890.928100000565,2989.7438016528927
1715007515,100,,Aggregated,26.375000,0.000000,920,1700,2300,2600,3200,3800,4300,4600,4900,4900,4900,277,0,920.0,1476.487861010795,237.04129999987344,4890.928100000565,2989.599277978339
1715007516,100,,Aggregated,26.555556,0.000000,1100,2000,2600,2700,3300,3800,4200,4600,4900,4900,4900,311,0,1100.0,1597.483674276498,237.04129999987344,4890.928100000565,2989.5530546623795
1715007517,100,,Aggregated,27.000000,0.000000,1300,2200,2600,2800,3400,3800,4200,4600,4900,4900,4900,332,0,1300.0,1665.6679388553946,237.04129999987344,4890.928100000565,2989.5060240963853
1715007518,100,,Aggregated,28.600000,0.000000,1600,2400,2700,2800,3400,3800,4200,4600,4900,4900,4900,368,0,1600.0,1768.229600271715,237.04129999987344,4890.928100000565,2990.1304347826085
1715007519,100,,Aggregated,29.000000,0.000000,1700,2500,2700,2800,3300,3700,4200,4600,4900,4900,4900,393,0,1700.0,1807.698759541957,237.04129999987344,4890.928100000565,2989.972010178117
1715007520,100,,Aggregated,29.100000,0.000000,2000,2500,2700,2900,3300,3800,4100,4400,4900,4900,4900,428,0,1900.0,1875.9618306074465,237.04129999987344,4890.928100000565,2990.1028037383176
1715007521,100,,Aggregated,29.300000,0.000000,2100,2600,2700,2900,3300,3800,4100,4500,4900,4900,4900,455,0,2100.0,1920.2602050549135,237.04129999987344,4890.928100000565,2990.4285714285716
1715007522,100,,Aggregated,28.800000,0.000000,2200,2600,2800,2900,3300,3700,4100,4500,4900,4900,4900,488,0,2200.0,1970.159137295055,237.04129999987344,4890.928100000565,2990.844262295082
1715007523,100,,Aggregated,29.300000,0.000000,2200,2600,2800,2900,3300,3700,4100,4400,4900,4900,4900,512,0,2200.0,2008.3874880859107,237.04129999987344,4890.928100000565,2991.0390625
1715007524,100,,Aggregated,29.400000,0.000000,2300,2600,2800,2900,3300,3700,4100,4400,4900,4900,4900,550,0,2300.0,2053.8135019999695,237.04129999987344,4890.928100000565,2991.109090909091
1715007525,100,,Aggregated,29.600000,0.000000,2300,2600,2800,3000,3300,3600,4100,4400,4900,4900,4900,574,0,2300.0,2084.0389813588617,237.04129999987344,4890.928100000565,2991.156794425087
1715007526,100,,Aggregated,30.100000,0.000000,2300,2700,2900,3000,3300,3600,4000,4300,4900,4900,4900,604,0,2300.0,2120.0614157284504,237.04129999987344,4890.928100000565,2991.072847682119
1715007527,100,,Aggregated,29.500000,0.000000,2400,2700,2900,3000,3400,3600,4000,4300,4900,4900,4900,629,0,2400.0,2143.1289999999735,237.04129999987344,4890.928100000565,2990.952305246423
1715007528,100,,Aggregated,28.600000,0.000000,2400,2700,2900,3000,3400,3600,4000,4300,4900,4900,4900,662,0,2400.0,2178.795245921425,237.04129999987344,4890.928100000565,2990.7552870090635
1715007529,100,,Aggregated,29.300000,0.000000,2400,2700,2900,3000,3400,3600,4000,4300,4900,4900,4900,693,0,2400.0,2197.6947457431265,237.04129999987344,4890.928100000565,2990.6940836940835
1715007530,100,,Aggregated,28.400000,0.000000,2400,2700,2900,3000,3400,3600,3900,4300,4900,4900,4900,729,0,2400.0,2201.534071330575,237.04129999987344,4890.928100000565,2990.7475994513034
1715007531,100,,Aggregated,30.100000,0.000000,2400,2700,2900,3000,3300,3600,3900,4300,4900,4900,4900,761,0,2400.0,2185.526852562399,237.04129999987344,4890.928100000565,2990.879106438896
