Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/?url=https://github.com/AthenZ/athenz,100,0,60012.31459999963,60058.53123899998,60012.31459999963,60079.80729999963,2977.0,0.18174379114937034,0.0,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
GET,/?url=https://github.com/Blealtan/efficient-kan,100,0,60014.21880000089,60066.96609699995,60014.21880000089,60122.31829999928,2995.0,0.18174379114937034,0.0,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
GET,/?url=https://github.com/adrianhajdin/banking,100,0,60009.64860000022,60057.788523000054,60009.64860000022,60073.15130000006,2991.0,0.18174379114937034,0.0,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
GET,/?url=https://github.com/fastfetch-cli/fastfetch,100,0,60007.88360000024,60057.67975500002,60007.88360000024,60072.039499999846,2997.0,0.18174379114937034,0.0,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
GET,/?url=https://github.com/features/actions,100,0,61000.0,61117.83695399994,60057.12929999936,62708.705899999586,2983.0,0.18174379114937034,0.0,61000,62000,62000,63000,63000,63000,63000,63000,63000,63000,63000
GET,/?url=https://github.com/huggingface/candle,100,0,60009.4038999996,60055.17435799999,60009.4038999996,60079.18259999951,2987.0,0.18174379114937034,0.0,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
GET,/?url=https://github.com/karpathy/llm.c,100,0,60009.67530000071,60063.116997000056,60009.67530000071,60095.827800000734,2979.0,0.18174379114937034,0.0,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
GET,/?url=https://github.com/marketplace/naming-conventions-bot,100,0,60009.36699999966,60057.85012799998,60009.36699999966,60081.07309999923,3019.0,0.18174379114937034,0.0,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
GET,/?url=https://github.com/tokio-rs/axum,100,0,60017.18669999991,60061.79118599992,60017.18669999991,60084.47689999957,2977.0,0.18174379114937034,0.0,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
,Aggregated,900,0,60007.88360000024,60177.41502633332,60007.88360000024,62708.705899999586,2989.4444444444443,1.635694120344333,0.0,60000,60000,60000,60000,60000,61000,63000,63000,63000,63000,63000
