Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/?url=https://github.com/AthenZ/athenz,5888,0,8,10.052811837638378,4.589600000144856,99.1863999997804,26926.0,19.643357299020202,0.0,8,10,11,12,16,22,31,39,68,99,99
GET,/?url=https://github.com/Blealtan/efficient-kan,5889,0,8,10.103097011381191,4.202999999506574,87.44539999952394,12672.0,19.64669346703974,0.0,8,10,11,12,16,21,31,43,71,87,87
GET,/?url=https://github.com/adrianhajdin/banking,5888,0,8,9.826741032612999,4.40580000031332,102.76139999950828,20085.0,19.643357299020202,0.0,8,9,11,12,16,21,31,41,77,100,100
GET,/?url=https://github.com/codecrafters-io/build-your-own-x,5887,0,10,12.667336945814334,6.718599999658181,80.58729999993375,75907.0,19.64002113100067,0.0,10,13,14,16,20,26,33,41,73,81,81
GET,/?url=https://github.com/fastfetch-cli/fastfetch,5888,0,8,9.96519437839399,4.490500000429165,101.44010000021808,22225.0,19.643357299020202,0.0,8,10,11,12,17,22,32,41,85,100,100
GET,/?url=https://github.com/features/actions,5889,0,15,27.781529359823626,6.661200000053213,1283.479400000033,17370.0,19.64669346703974,0.0,15,18,20,22,34,80,230,320,700,1300,1300
GET,/?url=https://github.com/huggingface/candle,5888,0,8,10.212894582204482,4.718500000308268,134.7027000001617,31003.0,19.643357299020202,0.0,8,10,11,13,16,22,33,42,73,130,130
GET,/?url=https://github.com/karpathy/llm.c,5888,0,8,10.026082201090711,4.458899999917776,139.9288999991768,21233.0,19.643357299020202,0.0,8,10,11,12,16,21,31,42,94,140,140
GET,/?url=https://github.com/marketplace/naming-conventions-bot,5888,0,8,9.707172214675406,4.162999999607564,129.16740000036953,13038.0,19.643357299020202,0.0,8,9,10,12,16,21,33,43,88,130,130
GET,/?url=https://github.com/tokio-rs/axum,5888,0,8,9.588024099862016,4.33320000047388,123.71390000043903,17968.0,19.643357299020202,0.0,8,9,11,12,16,21,29,36,70,120,120
,Aggregated,58881,0,9,11.993312958341324,4.162999999607564,1283.479400000033,25841.482158930725,196.43690915822157,0.0,9,11,13,14,19,25,38,56,320,700,1300
