Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/?url=https://github.com/AthenZ/athenz,3919,0,7,8.328815335539039,4.524900000433263,74.01769999978569,26926.0,13.076228769479334,0.0,7,8,9,10,13,17,23,28,53,74,74
GET,/?url=https://github.com/Blealtan/efficient-kan,3919,0,7,8.441106455729003,4.2711000000963395,55.34860000034314,12672.0,13.076228769479334,0.0,7,9,10,10,13,16,23,28,48,55,55
GET,/?url=https://github.com/adrianhajdin/banking,3919,0,6,7.877858764994162,4.443099999662081,68.24529999994411,20085.0,13.076228769479334,0.0,6,8,8,9,12,16,22,26,60,68,68
GET,/?url=https://github.com/codecrafters-io/build-your-own-x,3919,0,9,10.560631436589608,6.648699999459495,61.94950000008248,75907.0,13.076228769479334,0.0,9,10,11,12,15,19,25,30,53,62,62
GET,/?url=https://github.com/fastfetch-cli/fastfetch,3919,0,7,7.989206787439974,4.434700000274461,67.22809999973833,22225.0,13.076228769479334,0.0,7,8,8,9,12,16,23,29,52,67,67
GET,/?url=https://github.com/features/actions,3919,0,13,29.115235136507938,6.569500000296102,1329.2907999998533,17370.0,13.076228769479334,0.0,13,16,17,18,24,33,190,780,1300,1300,1300
GET,/?url=https://github.com/huggingface/candle,3919,0,7,8.432052436851949,4.749000000629167,76.66510000035487,31003.0,13.076228769479334,0.0,7,8,9,10,13,17,24,29,57,77,77
GET,/?url=https://github.com/karpathy/llm.c,3919,0,7,8.38172783873401,4.502499999944121,83.28080000001137,21233.0,13.076228769479334,0.0,7,8,9,10,12,17,23,27,60,83,83
GET,/?url=https://github.com/marketplace/naming-conventions-bot,3919,0,7,7.843899821384644,4.291500000363158,75.65940000040428,13038.0,13.076228769479334,0.0,7,8,8,9,12,15,22,26,50,76,76
GET,/?url=https://github.com/tokio-rs/axum,3919,0,6,7.693072773674788,4.312500000196451,81.03459999983897,17968.0,13.076228769479334,0.0,6,7,8,9,12,15,21,25,45,81,81
,Aggregated,39190,0,7,10.466360678744532,4.2711000000963395,1329.2907999998533,25842.7,130.76228769479334,0.0,7,9,10,11,15,19,26,33,780,1300,1300
